client_id,first_name,last_name,age,job_id,marital_id,education_id,has_credit_default,balance_eur,has_housing_loan,has_personal_loan
30,Solange,Serra Queirós,36,10,3,2,false,265,true,true
31,Vítor,Mota Pinheiro,57,10,2,2,false,839,false,true
32,Gustavo,Leite Abreu,49,5,2,3,false,378,true,false
33,Tomás,Teixeira Duarte,60,1,2,2,false,39,true,true
34,Ana,Cunha Pinheiro,59,2,2,2,false,0,true,false
35,Sandra,Macedo Cardoso,51,5,2,3,false,10635,true,false
36,Salomé,Fonseca Bernardes,57,10,1,2,false,63,true,false
37,Tiago,Rocha Oliveira,25,2,2,2,false,-7,true,false
38,Lucas,Borges Cunha,53,10,2,2,false,-3,false,false
39,Hugo,Monteiro Magalhães,36,1,1,2,false,506,true,false
40,Verónica,Matos Monteiro,37,1,3,2,false,0,true,false
41,Nádia,Freitas Barros,44,8,1,2,false,2586,true,false
42,Micaela,Domingues Pinto,50,5,2,2,false,49,true,false
43,Benjamim,Ribeiro Neves,60,2,2,4,false,104,true,false
44,Fátima,Leite Cruz,54,6,2,2,false,529,true,false
45,Guilhermina,Cabral Melo,58,6,2,4,false,96,true,false
46,Joana,Castro Cardoso,36,1,3,1,false,-171,true,false
47,César,Guerreiro Freitas,58,7,2,3,false,-364,true,false
48,Diogo,Azevedo Rodrigues,44,10,2,2,false,0,true,false
49,Alexandre,Carvalho Pacheco,55,10,1,2,false,0,false,false
50,Fábio,Serra Cabral,29,5,3,3,false,0,true,false
51,Íris,Jesus Baptista,54,2,2,2,false,1291,true,false
52,Ana,Morais Duarte,48,5,1,3,false,-244,true,false
53,Camila,Coelho Lourenço,32,5,2,3,false,0,true,false
54,António,Serra Xavier,42,1,3,2,false,-76,true,false
55,Eduardo,Serra Leite,24,10,3,2,false,-103,true,true
56,Custódio,Bernardes Queirós,38,3,3,3,false,243,false,true
57,Rúben,Marques Reis,38,5,3,3,false,424,true,false
58,Filipa,Teixeira Domingues,47,2,2,4,false,306,true,false
59,João,Xavier Cruz,40,2,3,4,false,24,true,false
60,Adriana,Bastos Correia,46,8,2,1,false,179,true,false
61,Alexandra,Lopes Pacheco,32,1,2,3,false,0,true,false
62,Isidro,Pinheiro Garcia,53,10,1,2,false,989,true,false
63,Lara,Soares Carvalho,57,2,2,1,false,249,true,false
64,Zacarias,Bastos Teixeira,33,8,2,2,false,790,true,false
65,Constança,Botelho Leal,49,2,2,4,false,154,true,false
66,João,Morais Fonseca,51,5,2,3,false,6530,true,false
67,Teresa,Ferreira Marques,60,6,2,3,false,100,false,false
68,Vicente,Antunes Raposo,59,5,1,3,false,59,true,false
69,Tiago,Raposo Magalhães,55,10,2,2,false,1205,true,false
70,Jorge,Fernandes Abreu,35,2,3,2,false,12223,true,true
71,Susana,Jesus Bastos,57,2,2,2,false,5935,true,true
72,Carla,Bernardes Almeida,31,8,2,2,false,25,true,true
73,Álvaro,Resende Esteves,54,5,2,2,false,282,true,true
74,Elsa,Moreira Cruz,55,2,2,1,false,23,true,false
75,Camila,Mota Cabral,43,10,2,2,false,1937,true,false
76,Osvaldo,Lima Azevedo,53,10,2,2,false,384,true,false
77,Benedita,Torres Soares,44,2,2,2,false,582,false,true
78,Vanessa,Antunes Borges,55,8,1,2,false,91,false,false
79,Paulina,Rebelo Campos,49,8,1,2,false,0,true,true
80,Helena,Henriques Cordeiro,55,8,1,2,true,1,true,false
81,Henrique,Neves Cardoso,45,1,3,2,false,206,true,false
82,Hugo,Araújo Ferreira,47,8,1,2,false,164,false,false
83,Iolanda,Lourenço Rocha,42,10,3,2,false,690,true,false
84,Iolanda,Cardoso Silva,59,1,2,2,false,2343,true,false
85,Vítor,Vaz Pacheco,46,7,2,3,false,137,true,true
86,André,Rocha Jesus,51,2,2,1,false,173,true,false
87,Luís,Machado Sousa,56,1,2,2,false,45,false,false
88,Andreia,Raposo Pires,41,10,2,2,false,1270,true,false
89,Paulina,Figueiredo Monteiro,46,5,1,2,false,16,true,true
90,Constança,Almeida Xavier,57,6,2,2,false,486,true,false
91,Gabriela,Maia Esteves,42,5,3,2,false,50,false,false
92,Tomás,Bento Esteves,30,10,2,2,false,152,true,true
93,Rita,Nunes Gomes,60,1,2,2,false,290,true,false
94,Rafael,Resende Caetano,60,2,2,4,false,54,true,false
95,Valentim,Cabral Branco,57,3,1,2,false,-37,false,false
96,Matilde,Abreu Rodrigues,36,5,2,3,false,101,true,true
97,Regina,Rebelo Queirós,55,2,2,2,false,383,false,false
98,Gonçalo,Martins Borges,60,6,2,3,false,81,true,false
99,Benedita,Araújo Lopes,39,10,2,2,false,0,true,false
100,Vasco,Nunes Leite,46,5,2,3,false,229,true,false
101,Leonor,Ribeiro Cabral,44,2,2,2,false,-674,true,false
102,Jaime,Pires Duarte,53,2,2,1,false,90,false,false
103,Vasco,Sousa Camacho,52,2,2,1,false,128,true,false
104,Elsa,Gomes Rodrigues,59,2,2,1,false,179,true,false
105,Natália,Lima Santos,27,10,3,3,false,0,true,false
106,Diogo,Azevedo Raposo,44,2,2,2,false,54,true,false
107,Gil,Branco Figueiredo,47,10,2,3,false,151,true,false
108,Rosa,Monteiro Borges,34,1,2,2,false,61,false,true
109,André,Moreira Amaral,59,6,3,2,false,30,true,false
110,João,Baptista Cruz,45,5,2,3,false,523,true,false
111,Madalena,Ramos Cabral,29,8,1,2,false,31,true,false
112,Silvana,Abreu Bento,46,10,1,2,false,79,false,false
113,Eduarda,Resende Ventura,56,7,2,1,false,-34,true,true
114,Susana,Carvalho Nunes,36,2,2,1,false,448,true,false
115,Horácio,Monteiro Martins,59,6,1,1,false,81,true,false
116,Graça,Aguiar Lima,44,2,2,2,false,144,true,false
117,André,Andrade Matos,41,1,2,2,false,351,true,false
118,Tiago,Rodrigues Melo,33,5,3,3,false,-67,true,false
119,Raquel,Garcia Leal,59,5,1,3,false,262,false,false
120,Fábio,Martins Guerreiro,57,10,2,1,false,0,false,false
121,Jorge,Mendes Jesus,56,10,1,4,false,56,true,false
122,Íris,Jesus Sampaio,51,2,2,2,false,26,true,false
123,Simão,Borges Alves,34,1,2,4,false,3,true,false
124,Francisca,Neves Melo,43,8,2,2,false,41,true,true
125,Íris,Costa Paiva,52,10,2,3,false,7,false,true
126,Jorge,Brito Resende,33,10,3,2,false,105,true,false
127,Guilhermina,Magalhães Henriques,29,1,3,2,false,818,true,true
128,Lucas,Cruz Vieira,34,8,2,2,false,-16,true,true
129,Paulina,Ventura Matos,31,2,2,2,false,0,true,false
130,Telmo,Cruz Barros,55,8,2,2,false,2476,true,false
131,Artur,Salgado Queirós,55,5,2,4,false,1185,false,false
132,Isidro,Domingues Matos,32,1,3,2,false,217,true,false
133,Vítor,Santos Domingues,38,10,3,2,false,1685,true,false
134,Liliana,Magalhães Gomes,55,1,3,2,false,802,true,true
135,Vítor,Leite Monteiro,28,11,3,3,false,0,true,false
136,Alexandra,Cruz Almeida,23,2,2,2,false,94,true,false
137,Teodoro,Jesus Neves,32,10,3,2,false,0,true,false
138,Wilson,Ramos Teixeira,43,8,3,4,false,0,false,false
139,Helena,Lima Vaz,32,2,2,2,false,517,true,false
140,Júlio,Nogueira Rebelo,46,2,2,2,false,265,true,false
141,Camila,Santos Salgado,53,4,1,1,false,947,true,false
142,Emília,Simões Resende,34,7,3,2,false,3,true,false
143,Duarte,Ribeiro Cruz,57,11,2,3,false,42,false,false
144,Eduardo,Lopes Andrade,37,2,2,2,false,37,true,false
145,Emília,Carvalho Cunha,59,2,2,2,false,57,true,false
146,Fausto,Mota Vieira,33,8,2,2,false,22,true,false
147,Verónica,Araújo Vieira,56,2,1,1,false,8,true,false
148,Salomé,Pinheiro Cruz,48,11,2,2,false,293,true,false
149,Alexandra,Figueiredo Coelho,43,8,2,1,false,3,true,false
150,Nuno,Gonçalves Pinheiro,54,2,2,1,false,348,true,false
151,Cristina,Pires Costa,51,2,2,4,false,-19,true,false
152,João,Machado Bernardes,26,9,3,2,false,0,true,false
153,Artur,Pinheiro Cruz,40,5,2,3,false,-4,true,false
154,Gabriel,Aguiar Camacho,39,5,2,2,false,18,true,false
155,Emília,Vaz Cabral,50,10,2,1,false,139,false,false
156,Fátima,Santos Marques,41,8,2,2,false,0,true,false
157,Fernando,Torres Carvalho,51,2,2,4,false,1883,true,false
158,Dulce,Oliveira Campos,60,6,1,2,false,216,true,false
159,Guilhermina,Lourenço Pinto,52,2,2,2,false,782,true,false
160,Diana,Almeida Costa,48,2,2,2,false,904,true,false
161,Leandro,Castro Costa,48,8,2,4,false,1705,true,false
162,Valter,Vieira Serra,39,10,3,3,false,47,true,false
163,Vasco,Salgado Lopes,47,8,3,2,false,176,true,false
164,Valentim,Botelho Macedo,40,2,2,2,false,1225,true,false
165,Rita,Paiva Andrade,45,10,2,2,false,86,true,false
166,Emanuel,Raposo Teixeira,26,1,3,2,false,82,true,false
167,Ivo,Branco Pereira,52,5,2,3,false,271,true,false
168,Ivo,Aguiar Machado,54,10,2,2,false,1378,true,false
169,Sara,Salgado Aguiar,54,1,2,3,false,184,false,false
170,Vasco,Cunha Teixeira,50,2,2,1,false,0,false,false
171,Solange,Lopes Amaral,35,2,2,2,false,0,true,false
172,Paulo,Esteves Cardoso,44,8,2,2,false,1357,true,true
173,Mateus,Domingues Barbosa,53,3,2,4,false,19,true,false
174,Leandro,Rocha Cardoso,35,6,3,1,false,434,false,false
175,Pedro,Resende Nunes,60,1,1,2,false,92,true,false
176,Joana,Machado Pires,53,1,1,2,false,1151,true,false
177,Sérgio,Bernardes Pires,48,11,2,2,false,41,true,false
178,Teodoro,Queirós Guerreiro,34,10,2,2,false,51,true,false
179,Joana,Sampaio Leite,54,8,2,2,false,214,true,false
180,Patrício,Pereira Marques,51,5,2,2,false,1161,true,false
181,Armando,Correia Melo,31,8,2,3,false,37,true,false
182,Benjamim,Oliveira Lopes,35,10,1,2,false,787,true,false
183,Íris,Caetano Barbosa,35,8,2,2,false,59,true,false
184,Benedita,Bento Matos,38,10,2,2,false,253,true,false
185,Filipa,Mota Guerreiro,36,1,2,3,false,211,true,false
186,Eduardo,Baptista Maia,58,6,2,1,false,235,true,false
187,Lourenço,Coelho Costa,40,8,1,4,false,4384,true,false
188,Telma,Caetano Silva,54,5,2,2,false,4080,false,false
189,Bárbara,Leite Serra,34,2,3,2,false,53,true,true
190,Vitória,Aguiar Salgado,31,5,3,3,false,0,true,false
191,Martim,Castro Caetano,51,6,2,2,false,2127,true,false
192,Sérgio,Salgado Machado,33,5,2,3,false,377,true,false
193,Liliana,Matos Resende,55,5,2,3,false,73,true,false
194,Joaquim,Xavier Simões,42,1,2,2,false,445,true,false
195,Alexandra,Antunes Salgado,34,2,2,2,false,243,true,false
196,Rita,Fonseca Borges,33,2,3,2,false,307,true,false
197,Silvana,Reis Lourenço,38,8,2,2,false,155,true,false
198,Álvaro,Nunes Brito,50,10,1,3,false,173,false,true
199,Ondina,Amaral Sampaio,43,5,2,3,false,400,true,false
200,Hélder,Nogueira Magalhães,61,2,1,1,false,1428,true,false
201,Júlio,Borges Lourenço,47,1,2,2,false,219,true,false
202,João,Simões Ramos,48,7,2,3,false,7,true,false
203,Octávio,Caetano Bento,44,2,2,2,false,575,true,false
204,Graça,Mota Rebelo,35,9,3,4,false,298,true,false
205,Matias,Duarte Camacho,35,8,2,2,false,0,true,false
206,Isabel,Sampaio Monteiro,50,8,2,2,false,5699,true,false
207,Amália,Esteves Aguiar,41,5,2,3,false,176,true,true
208,Gustavo,Resende Fernandes,41,5,2,3,false,517,true,false
209,Fausto,Guerreiro Resende,39,8,3,4,false,257,true,false
210,Márcia,Paiva Machado,42,6,2,2,false,56,true,false
211,Diogo,Azevedo Raposo,38,2,2,2,false,-390,true,false
212,Regina,Antunes Cardoso,53,6,2,2,false,330,true,false
213,Martim,Pinto Pereira,59,4,1,1,false,195,false,false
214,Bruno,Neves Esteves,36,8,2,2,false,301,true,false
215,Laura,Bernardes Sousa,54,2,2,1,false,-41,true,false
216,Madalena,Brito Pacheco,40,10,2,3,false,483,true,false
217,Glória,Nunes Ventura,47,12,2,4,false,28,false,false
218,Silvana,Baptista Freitas,53,11,2,4,false,13,false,false
219,Joana,Neves Pinto,46,4,2,1,false,965,false,false
220,Nádia,Torres Silva,39,5,2,3,false,378,true,true
221,Filipe,Botelho Cabral,40,11,2,2,false,219,true,false
222,Renato,Correia Valente,28,2,2,1,false,324,true,false
223,Ângela,Duarte Rodrigues,35,3,1,2,false,-69,true,false
224,Eduarda,Neves Alves,55,6,2,2,false,0,false,true
225,Madalena,Ribeiro Duarte,43,10,1,4,false,205,true,false
226,Ondina,Leal Macedo,48,2,2,1,false,278,true,false
227,Íris,Matos Azevedo,58,5,2,4,false,1065,true,false
228,Isabel,Nogueira Xavier,33,5,3,3,false,34,true,false
229,Alexandra,Cabral Lourenço,36,2,2,4,false,1033,false,false
230,Leonor,Teixeira Andrade,53,8,1,2,false,1467,true,false
231,Paula,Cordeiro Cruz,47,2,2,1,false,-12,true,false
232,Vasco,Pinheiro Pires,31,8,2,2,false,388,true,false
233,Bárbara,Figueiredo Pacheco,57,3,2,2,false,294,true,false
234,Telmo,Pires Camacho,53,2,2,4,false,1827,false,false
235,Fernando,Ventura Ramos,55,2,2,1,false,627,true,false
236,Simão,Cunha Machado,45,2,2,1,false,25,true,false
237,Marcelo,Lima Fernandes,53,1,1,2,false,315,true,false
238,César,Carvalho Rocha,37,2,2,1,false,0,true,false
239,Sofia,Torres Carvalho,44,1,1,2,false,66,true,false
240,Tânia,Monteiro Jesus,49,2,1,1,false,-9,true,true
241,Carolina,Branco Machado,46,10,2,2,false,349,true,true
242,Constança,Duarte Brito,43,3,2,4,false,100,true,false
243,André,Vieira Brito,38,1,2,2,false,0,false,false
244,Beatriz,Bernardes Melo,43,10,2,2,false,434,true,false
245,Silvana,Ferreira Bastos,49,5,2,3,false,3237,true,false
246,Glória,Amaral Faria,42,5,2,4,false,275,false,false
247,José,Tavares Simões,22,2,3,2,false,0,true,false
248,Beatriz,Brito Leite,40,5,2,3,false,207,true,false
249,Débora,Lima Mota,39,2,2,2,false,483,true,false
250,Renato,Figueiredo Cardoso,51,8,2,2,false,2248,true,false
251,Elias,Caetano Figueiredo,49,1,2,2,false,428,true,false
252,Miguel,Baptista Araújo,53,2,2,2,false,0,true,true
253,Paulina,Sampaio Borges,34,8,3,2,false,0,true,false
254,Zélia,Moreira Duarte,33,10,1,2,false,140,true,false
255,Álvaro,Paiva Leite,50,5,3,3,false,297,true,false
256,Pedro,Barros Miranda,39,2,2,1,false,279,true,false
257,Fernanda,Resende Pereira,59,3,1,2,false,901,true,false
258,Marco,Queirós Cabral,30,10,3,2,false,2573,true,false
259,Bernardo,Duarte Mendes,36,8,2,2,false,143,true,true
260,Rui,Cruz Amaral,40,2,2,2,false,475,true,false
261,Norberto,Monteiro Domingues,53,2,2,2,false,70,true,false
262,Norberto,Araújo Bastos,34,5,3,3,false,318,true,false
263,Ana,Pires Azevedo,37,10,2,2,false,275,true,false
264,Cláudia,Coelho Fernandes,42,5,1,3,false,742,true,false
265,Patrícia,Ferreira Andrade,41,3,2,1,false,236,true,false
266,Constança,Rodrigues Barbosa,30,9,3,3,false,25,true,false
267,Rodrigo,Rebelo Jesus,37,5,3,3,false,600,true,false
268,Natália,Costa Azevedo,39,1,1,2,false,-349,true,false
269,Miguel,Neves Soares,41,2,2,1,false,183,true,true
270,Carlos,Paiva Carvalho,40,2,2,1,false,0,true,false
271,Telmo,Almeida Esteves,42,5,3,3,false,0,true,true
272,Paulina,Marques Magalhães,40,2,1,1,false,0,true,false
273,Raul,Duarte Valente,57,10,2,2,false,1078,true,false
274,Afonso,Bernardes Campos,56,3,1,2,false,155,false,false
275,Gil,Mota Andrade,37,1,2,2,false,190,true,false
276,Verónica,Marques Botelho,59,6,2,2,false,319,true,false
277,Gabriel,Antunes Lopes,39,8,1,2,false,-185,true,false
278,Graça,Pereira Antunes,49,8,2,2,false,47,false,false
279,Glória,Sampaio Amaral,38,8,3,2,false,570,true,false
280,Inês,Ventura Soares,36,7,2,3,false,19,false,false
281,Fernando,Miranda Torres,50,2,2,1,false,61,true,false
282,Lúcia,Neves Lopes,41,1,2,2,false,-62,true,true
283,Silvana,Bernardes Simões,54,10,2,3,false,258,false,false
284,Salomé,Morais Alves,58,2,2,1,false,76,true,false
285,Fernanda,Bento Costa,30,2,3,2,false,0,true,false
286,Sebastião,Leite Cabral,33,1,3,2,false,352,true,false
287,Olga,Campos Jesus,47,1,2,2,false,368,true,false
288,Alexandra,Queirós Araújo,50,10,3,3,false,339,true,false
289,Manuel,Brito Figueiredo,32,2,2,2,false,1331,true,false
290,Filipe,Caetano Castro,40,7,2,2,false,672,true,false
291,Márcia,Domingues Vaz,37,5,2,3,false,58,true,false
292,Emanuel,Caetano Correia,54,10,3,4,false,447,true,false
293,Clara,Henriques Rebelo,24,9,3,2,false,423,true,false
294,Elias,Nogueira Leite,54,5,2,3,false,0,false,false
295,Rosa,Duarte Caetano,34,10,2,2,false,19,true,false
296,Clara,Miranda Cunha,56,10,1,1,false,13,true,false
297,Matias,Neves Gonçalves,31,2,3,2,false,3,true,false
298,Estêvão,Cordeiro Neves,24,9,3,2,false,82,true,false
299,Marta,Magalhães Nogueira,42,2,1,1,false,28,true,false
300,Paulina,Amaral Araújo,57,10,2,2,false,792,true,false
301,Miguel,Freitas Fonseca,42,2,2,4,false,408,true,false
302,Jaime,Figueiredo Monteiro,51,1,2,2,false,531,true,false
303,Valentim,Cruz Araújo,57,6,2,2,false,211,true,false
304,Estêvão,Morais Valente,36,8,3,2,false,62,true,false
305,Ernesto,Macedo Santos,53,8,2,4,false,257,true,false
306,Ângela,Nunes Fernandes,50,10,2,2,false,1234,true,false
307,Telmo,Xavier Branco,54,5,2,3,false,313,true,false
308,Teresa,Macedo Bastos,55,2,2,2,false,89,true,false
309,Telmo,Torres Esteves,44,2,2,2,false,129,true,true
310,Mónica,Ventura Figueiredo,43,5,2,4,false,0,true,false
311,Leonor,Ferreira Gonçalves,56,1,2,2,false,353,true,false
312,Horácio,Cardoso Borges,54,10,2,4,false,851,true,false
313,Sílvia,Neves Antunes,55,8,1,1,false,96,true,true
314,Olga,Melo Campos,37,8,1,2,false,398,true,true
315,Paula,Lourenço Leal,33,1,3,3,false,193,false,false
316,Sebastião,Cabral Andrade,46,1,2,2,false,-358,true,false
317,Elsa,Machado Tavares,36,2,2,2,false,539,true,true
318,Solange,Domingues Cunha,51,10,3,2,false,0,true,false
319,Leandro,Coelho Rocha,40,6,3,1,false,0,false,false
320,Henrique,Xavier Nunes,42,2,2,2,false,490,true,false
321,Lucas,Alves Andrade,51,2,2,2,false,0,true,false
322,Célia,Bastos Torres,49,2,2,4,false,403,true,false
323,Leonardo,Nunes Monteiro,48,5,2,2,false,161,true,false
324,Eva,Faria Pires,32,10,1,3,false,2558,false,false
325,Zélia,Miranda Bastos,31,1,3,2,false,98,true,false
326,Bruna,Morais Ramos,55,5,3,3,false,115,false,false
327,Gonçalo,Nunes Reis,40,2,3,2,false,436,true,false
328,Salvador,Castro Correia,47,10,2,3,false,831,true,false
329,Júlio,Santos Vaz,57,10,2,4,false,206,true,false
330,Carla,Almeida Pires,41,2,2,2,false,290,true,false
331,Bruno,Rodrigues Lourenço,48,2,2,2,false,1,false,false
332,Gaspar,Valente Almeida,42,2,2,4,false,57,true,false
333,Mafalda,Azevedo Figueiredo,30,2,3,2,false,-457,true,false
334,Duarte,Santos Maia,58,5,3,3,false,1387,true,false
335,Fausto,Esteves Faria,45,5,1,3,false,24598,true,false
336,Helena,Araújo Mendes,49,2,2,2,false,30,true,false
337,Nuno,Coelho Faria,42,1,3,2,false,1022,true,false
338,Eduardo,Jesus Borges,53,10,2,2,false,56,true,true
339,Teresa,Sousa Maia,51,1,3,2,true,-2,false,false
340,Manuela,Serra Rodrigues,32,8,3,2,false,121,true,false
341,Domingos,Carvalho Magalhães,41,2,3,2,false,842,true,false
342,Júlio,Fernandes Neves,43,5,1,2,false,693,true,false
343,Henrique,Macedo Bastos,40,2,1,2,false,-333,true,false
344,Carolina,Mota Morais,50,2,2,1,false,1533,true,false
345,Lídia,Cardoso Botelho,34,5,2,3,false,46,true,false
346,Bárbara,Amaral Cordeiro,53,8,2,4,false,18,false,false
347,Isabel,Simões Miranda,45,10,2,2,false,44,true,false
348,Daniela,Antunes Magalhães,39,2,2,1,false,-100,true,false
349,Lídia,Martins Nogueira,44,8,2,3,false,510,true,false
350,Eva,Gomes Bastos,55,5,2,3,false,685,true,false
351,Octávio,Pacheco Monteiro,46,5,3,3,false,187,true,false
352,Benjamim,Resende Fernandes,45,2,2,2,false,66,true,false
353,Fábio,Raposo Correia,34,1,2,2,false,560,true,false
354,Emília,Sousa Teixeira,36,2,2,2,false,0,true,false
355,João,Branco Cordeiro,59,12,1,4,false,27,false,false
356,Sandra,Morais Esteves,31,1,3,2,false,12,true,false
357,Gaspar,Oliveira Rocha,44,2,3,2,false,34,true,false
358,Firmino,Vaz Ramos,33,3,3,3,false,1068,true,false
359,Solange,Domingues Sousa,40,2,2,2,false,211,true,false
360,Salomé,Rocha Cruz,46,1,3,3,false,377,true,false
361,Lúcia,Miranda Resende,48,5,2,3,false,263,true,false
362,Martim,Cabral Marques,42,8,2,2,false,1263,true,false
363,Dulce,Cardoso Queirós,27,8,2,2,false,8,true,false
364,Domingos,Cunha Pinto,48,1,2,2,false,126,true,true
365,Vítor,Martins Moreira,59,1,2,2,false,230,true,false
366,Leandro,Morais Andrade,46,10,2,3,false,841,true,false
367,Francisca,Ramos Camacho,38,1,1,2,false,308,true,false
368,Joaquim,Duarte Torres,43,5,1,3,false,1,true,false
369,Júlio,Valente Borges,38,1,1,3,false,86,true,false
370,Elias,Garcia Lima,23,9,3,2,false,157,true,false
371,Vera,Camacho Fernandes,34,8,2,2,false,22,true,false
372,Jacinta,Costa Caetano,38,1,2,2,false,46,true,true
373,Débora,Fonseca Mota,37,2,2,2,false,1293,false,false
374,Xavier,Pereira Gonçalves,25,1,3,2,false,122,true,false
375,Salvador,Sampaio Maia,48,2,2,4,false,131,true,false
376,Iolanda,Ferreira Bastos,49,2,3,2,false,143,true,false
377,Regina,Cunha Maia,38,1,3,2,false,393,false,false
378,Ricardo,Bastos Azevedo,43,2,2,1,false,98,true,false
379,Hélder,Esteves Henriques,33,5,2,3,false,0,true,false
380,Natália,Camacho Pires,55,2,2,2,false,224,true,false
381,Jaime,Melo Caetano,38,2,2,2,false,757,true,false
382,Márcia,Figueiredo Gonçalves,49,8,2,2,false,245,true,true
383,Patrícia,Barbosa Branco,40,5,2,2,false,8486,false,false
384,Reinaldo,Fonseca Salgado,43,1,2,4,false,350,false,false
385,Duarte,Teixeira Machado,38,2,2,2,false,20,true,false
386,Sara,Torres Freitas,58,8,2,2,false,1667,true,true
387,Firmino,Resende Borges,57,10,2,4,false,345,true,false
388,Elsa,Oliveira Domingues,32,11,2,2,false,10,true,false
389,Daniel,Matos Coelho,56,5,2,3,false,830,true,true
390,Matias,Marques Bernardes,58,2,1,4,false,29,true,false
391,Mariana,Guerreiro Silva,60,6,1,2,false,545,true,false
392,Neusa,Lima Duarte,37,10,2,3,false,8730,true,false
393,Sara,Rodrigues Nunes,46,10,1,3,false,477,true,false
394,Ângela,Castro Paiva,27,1,2,2,false,4,true,false
395,Alice,Pacheco Camacho,43,2,2,2,false,1205,true,false
396,Nuno,Vieira Cunha,32,10,3,2,false,0,true,true
397,Elsa,Almeida Ramos,40,1,3,2,false,263,true,false
398,Helena,Valente Figueiredo,38,1,2,2,false,1,false,false
399,Joaquim,Pereira Pacheco,34,2,2,2,false,283,false,true
400,Lara,Raposo Vaz,47,2,2,1,false,206,true,false
401,Fábio,Antunes Lourenço,42,4,2,1,false,17,true,false
402,Manuel,Lourenço Branco,48,10,2,2,false,141,true,true
403,Diogo,Cardoso Marques,29,7,3,3,false,16,true,false
404,Marta,Alves Queirós,50,8,2,2,false,206,true,false
405,Emanuel,Freitas Ventura,52,10,2,4,false,7,false,false
406,Gaspar,Guerreiro Vaz,50,5,2,3,false,0,false,false
407,Elias,Brito Faria,58,6,2,3,false,0,false,false
408,Patrícia,Neves Domingues,46,2,1,1,false,1927,true,false
409,Emília,Pinto Baptista,38,10,2,2,false,284,true,false
410,Lourenço,Morais Guerreiro,46,2,2,2,false,1660,true,false
411,Bernardo,Jesus Pires,32,8,3,2,false,406,true,false
412,Carolina,Araújo Bento,51,2,2,1,false,230,true,false
413,Alexandra,Cunha Silva,39,1,3,2,false,-25,true,false
414,Fausto,Xavier Simões,48,1,2,2,false,182,true,false
415,Iolanda,Melo Resende,36,3,2,3,false,1169,true,false
416,Teresa,Carvalho Cordeiro,34,1,1,2,false,67,true,false
417,Célia,Faria Barbosa,40,10,2,2,false,77,false,false
418,Reinaldo,Lourenço Bastos,43,11,2,2,false,0,true,false
419,Dulce,Amaral Domingues,52,2,1,1,false,55,true,true
420,Matias,Nunes Valente,33,10,2,2,true,72,true,false
421,Telmo,Maia Baptista,49,5,3,3,false,163,true,false
422,Samuel,Botelho Branco,32,5,3,3,false,151,true,false
423,Bruno,Matos Andrade,39,1,3,2,false,113,true,false
424,Paula,Vaz Amaral,40,2,2,2,false,0,true,false
425,Sofia,Resende Rebelo,38,10,3,3,false,9,true,false
426,Domingos,Freitas Oliveira,43,5,2,2,false,375,true,false
427,Álvaro,Garcia Miranda,39,8,2,2,false,1142,true,false
428,Patrício,Gomes Camacho,54,2,2,1,false,2102,true,false
429,Gonçalo,Leal Domingues,38,10,3,3,false,4325,true,false
430,Manuel,Xavier Pinto,40,2,2,2,false,217,true,false
431,Rita,Rebelo Carvalho,55,1,2,2,false,131,true,false
432,Fernando,Esteves Bento,42,5,2,3,false,1680,true,false
